SLC Damping Ring Gated camera results.  10 e+ verical profiles at I=0.75mA.  
The distance beteeen each pixel on the gated camera is 1 micron.  
Pixel    Pic1(Counts) Pic2(Counts) Pic3(Counts) Pic4(Counts) Pic5(Counts) Pic6(Counts) Pic7(Counts) Pic8(Counts) Pic9(Counts) Pic10(Counts)
  1      120.33145    122.35700    119.74807    110.26151    121.99840    118.29762    115.39652    120.56657    116.24847    113.78211   
  2      121.44638    116.29636    124.26199    120.89926    123.69179    111.53792    114.41426    115.61088    119.88030    112.88563   
  3      117.39862    112.64850    123.81978    120.87096    112.34846    113.61404    111.47319    112.29154    117.00178    122.49408   
  4      118.70771    110.17841    124.96232    114.48618    124.08604    123.97474    121.08541    122.45282    116.50491    113.04608   
  5      119.26397    118.91398    119.47605    116.00901    110.17734    113.60218    124.04507    114.19063    116.34602    117.43747   
  6      119.08275    119.74052    122.23196    121.62823    122.30733    113.25251    120.31461    123.91680    116.69043    121.51478   
  7      112.41275    116.04919    122.64882    124.45672    118.41689    113.24074    120.89039    121.17418    116.13023    114.63339   
  8      119.09497    124.01358    124.65258    118.47274    123.18502    120.80543    118.72561    120.88719    118.23093    112.34367   
  9      116.70468    118.47349    117.72466    112.31398    110.44919    116.06469    110.97041    116.20012    112.98500    113.65263   
 10      112.67608    117.14412    111.34725    123.95623    113.94894    122.36907    115.14764    117.90277    120.17530    115.86564   
 11      118.08844    111.56378    118.05428    117.05896    121.24663    120.42492    116.43673    117.56620    112.14297    123.15243   
 12      111.94886    124.19178    114.15788    116.24642    110.29075    111.21424    115.73340    121.29866    114.85513    110.72136   
 13      111.31179    122.04310    123.31087    121.82012    121.24367    122.43032    119.05819    115.63510    110.07183    119.04681   
 14      121.39256    117.20292    121.54660    113.62625    122.58481    111.64809    122.78989    122.19334    112.04929    113.77706   
 15      116.55252    116.69208    117.95154    117.86317    111.31592    111.28310    120.46276    118.55796    110.09594    118.98868   
 16      117.23885    116.53880    122.11601    122.14240    117.28750    110.95035    120.95663    121.67756    124.09448    119.82307   
 17      115.53446    121.53437    118.85994    111.02660    116.87970    119.13845    122.46688    113.62815    114.26847    118.38821   
 18      122.31058    124.07942    116.54666    113.14455    112.61225    118.23656    114.21212    120.63283    112.76210    124.84104   
 19      117.03788    116.22405    124.74062    118.91128    124.02407    117.20971    110.30425    114.11228    116.08606    110.65353   
 20      115.17831    115.09755    112.33878    117.25990    116.84847    111.40599    114.89997    119.45150    112.02495    115.28924   
 21      121.32000    112.99176    115.92687    113.37221    115.34752    114.67281    112.74286    122.21742    122.65644    124.34704   
 22      120.75229    121.58244    110.09957    115.68849    112.23707    121.15599    119.31786    122.22681    123.07495    110.04327   
 23      120.84171    113.08050    111.89333    114.13426    120.45901    115.67052    116.33508    116.58312    120.88222    117.70645   
 24      114.25406    111.05532    114.36945    112.26519    115.22843    115.52130    122.22113    123.39673    120.49825    111.48167   
 25      117.13907    113.81085    120.39756    119.39546    118.33832    118.36913    111.71550    120.15025    123.49282    110.17401   
 26      117.20753    111.35718    122.38375    119.86611    117.56591    119.34144    114.44172    119.88499    118.57331    119.63779   
 27      110.18860    111.10114    111.57672    114.38196    114.36356    113.55164    114.54024    123.17373    114.58534    114.75309   
 28      119.76200    115.42272    116.77372    114.31670    114.71594    120.40967    114.23240    112.05438    124.77200    118.40502   
 29      122.18218    113.32158    111.19058    123.83476    123.25972    116.68235    112.68662    116.46659    112.36135    115.25334   
 30      120.29614    117.94737    119.67036    112.98526    119.22278    119.39865    114.75092    115.00755    113.81377    117.32493   
 31      122.11183    118.60069    124.77907    117.70738    118.45411    117.37974    115.55839    111.18219    123.88045    119.42263   
 32      117.38568    115.81481    120.99769    122.82587    122.07918    111.49216    124.58600    124.03410    121.30016    110.61389   
 33      119.24514    123.29518    120.88395    121.28822    121.12630    116.43986    111.15160    114.65786    116.20018    114.25554   
 34      117.49051    123.17497    113.27650    120.42222    116.92614    121.06883    114.74539    124.79675    115.49476    124.23902   
 35      111.77238    113.40903    122.04199    122.78787    114.53978    110.19388    120.49274    120.11613    122.20018    123.73142   
 36      114.39508    110.25776    123.58578    112.79247    118.50119    115.32061    123.57895    115.21813    119.92225    111.66664   
 37      117.17851    123.47989    111.16907    118.28940    119.02348    120.68750    113.92816    116.77025    122.64070    116.99344   
 38      115.18322    110.92839    120.00360    117.34051    114.36938    118.18661    120.85477    118.61513    122.82454    110.52865   
 39      111.52443    111.16396    114.42097    123.82500    112.83398    111.74073    118.92789    115.86865    121.69490    113.06540   
 40      111.29946    111.88909    124.31533    117.46915    114.65689    123.02586    111.24375    111.20576    124.25207    117.79599   
 41      110.57430    110.81876    111.69444    110.11553    114.43309    116.48188    110.05117    120.59920    121.23118    119.69326   
 42      115.22243    116.90857    117.14446    111.83224    123.69418    110.90483    115.49508    122.88667    117.81840    120.87516   
 43      117.40589    121.97872    123.76305    117.77340    111.57279    114.76825    116.03323    112.58509    116.41708    122.71016   
 44      122.20570    110.33221    119.38063    123.17982    124.81215    120.91436    115.32082    118.45281    113.36719    110.53296   
 45      121.17161    112.59674    115.16632    116.27250    115.30602    117.57763    124.58536    113.16243    114.80548    117.25088   
 46      112.75153    112.76894    113.45393    124.04314    117.61497    116.87492    118.97699    112.43115    120.63053    112.69477   
 47      116.85096    118.03955    123.18334    117.92014    121.43937    118.12446    115.37636    113.33352    122.18651    119.05035   
 48      113.56416    116.00886    116.58861    120.85429    124.48695    119.48684    117.46537    118.66247    118.35134    121.84442   
 49      122.20489    123.94500    114.95088    114.41743    113.63233    123.05900    116.13840    110.12321    120.10693    115.93658   
 50      110.42015    111.30805    122.09830    120.30024    120.04948    123.16551    122.37253    112.47799    111.49187    113.91428   
 51      110.66016    122.60290    121.08473    119.33914    117.70249    118.22949    113.00101    119.10495    116.43981    124.55961   
 52      115.07622    113.82031    118.60206    124.25329    124.68719    115.90817    124.43556    117.97874    110.41775    116.88290   
 53      122.52805    115.05033    114.52653    114.83818    113.48653    116.45835    120.12026    110.26317    118.07287    123.18777   
 54      119.44930    116.58101    114.77891    123.15535    115.65079    122.68742    121.16966    117.02139    118.25913    116.54643   
 55      114.62141    122.71638    119.52804    122.10129    110.88382    122.80858    120.88720    116.02723    112.93370    121.14058   
 56      116.36810    122.64572    118.54412    119.95037    113.49473    119.12131    118.39216    114.17957    118.77135    124.92496   
 57      117.14302    123.08399    119.73361    116.01541    120.32167    121.20084    124.60934    123.62989    120.68524    121.06736   
 58      113.03121    117.99659    120.43487    112.52729    122.06772    124.94415    116.69499    122.36696    110.77939    121.71041   
 59      116.72823    112.98284    118.77630    121.88292    120.87192    114.13460    115.09990    114.50986    114.68128    121.83757   
 60      110.92973    122.88667    121.29864    114.68471    122.14319    116.15927    119.14104    119.56244    113.52521    118.37721   
 61      113.21750    110.48499    115.45629    118.10472    123.58667    111.83537    120.95266    122.66248    123.88025    119.49037   
 62      120.31345    110.36363    124.22388    122.07366    111.44226    121.40113    114.89477    119.66507    121.72481    117.23811   
 63      114.27336    123.60938    118.78693    122.21625    110.89890    124.85586    123.39893    111.84377    120.91816    118.43913   
 64      118.86403    121.14486    123.78733    118.16743    117.73709    121.99671    121.42003    110.91655    122.50990    119.39994   
 65      116.53619    124.54044    122.80049    120.37171    117.62886    113.74953    115.86724    119.33688    113.54645    117.22921   
 66      112.30266    117.32715    119.70031    123.37050    114.34549    123.27497    113.17763    119.65316    112.61566    110.22402   
 67      118.48865    121.28010    115.52814    124.29535    122.27162    120.57708    123.29736    116.99034    113.42540    113.88997   
 68      110.27802    111.24995    124.85320    120.87904    117.58198    110.22975    113.67809    121.32815    123.09009    119.94508   
 69      118.15624    118.63194    115.91467    124.55583    116.44318    110.31471    121.30399    123.32987    118.52914    113.29239   
 70      119.44565    116.89790    118.10491    118.61170    117.62391    119.63104    122.66097    123.49090    120.04283    124.93889   
 71      116.91894    122.40020    117.04303    116.12394    117.21551    110.65268    119.87828    119.91220    113.91966    118.86937   
 72      118.76051    121.86903    124.49103    111.22979    117.96281    124.75321    123.10111    122.12609    116.00118    120.29418   
 73      114.31268    122.60565    124.00327    116.44558    122.14504    117.82435    117.76232    112.88374    114.92050    123.66438   
 74      113.28468    123.84729    111.63150    114.74847    114.45909    118.44047    117.53038    112.03103    114.37961    124.74508   
 75      113.06359    122.89942    122.45379    112.78465    116.34464    118.81781    117.10637    112.57754    123.52315    119.48153   
 76      110.55371    122.57179    118.20370    117.72537    114.97974    123.58613    120.08767    123.68820    123.36286    111.28898   
 77      113.11661    122.14859    119.21194    124.81780    117.63068    112.42372    110.74035    113.91808    111.20371    112.00245   
 78      110.31058    115.41658    120.86174    114.25806    118.65065    114.24196    116.43805    123.03092    118.05464    122.04856   
 79      118.92128    114.99200    122.00007    123.49771    114.93381    122.79498    113.46091    112.43358    117.05864    110.71780   
 80      123.34153    122.74025    124.74385    115.34792    113.07644    122.13371    111.95455    123.31118    121.63324    114.89653   
